K10a,K10b,K10c,K11a,K11b,K11c,K12a,K12b,K12c,K13a,K13b,K13c,K14a,K14b,K14c,K15a,K15b,K15c,K16a,K16b ,K16c,K17a,K17c,K18a,K18b,K18c,K19a,K19b,K19d,K20a,K20b,K20c,K21a,K21b,K21c
1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,3,5,5,2,6,6,6,12,10,10,7,5,3,6,4,5,9,7,7,13,18,9,7,8,10,8,14,12,10,9,12,12,8
6,7,7,8,10,8,6,11,5,13,8,11,9,10,7,10,9,6,12,10,11,14,13,4,6,4,11,13,12,14,12,14,12,15,10
1,1,0,1,4,1,1,1,1,3,1,0,4,1,1,1,0,0,1,0,2,2,7,0,0,0,0,0,2,1,1,0,1,1,0
0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1
0,0,0,2,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,3,1,0,0,0,0,0
0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,1,2,2,1,1,5,4,3,3,1,4,2,0,0,4,4,2,1,1,0,5,4,3,2,3,1,0,2,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,11,5,12,14,11,25,24,26,16,18,18,14,13,13,20,18,17,13,20,20,22,25,21,26,22,11,14,16,15,16,14,17,15,14
5,5,4,6,6,4,6,3,3,5,7,3,6,3,3,6,8,9,6,8,8,7,8,2,2,3,8,6,8,7,10,8,7,8,8
2,4,1,6,8,3,2,2,1,4,2,1,6,3,4,2,2,1,5,21,17,2,3,1,2,0,19,15,14,15,15,18,16,15,13
1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
0,0,0,1,1,2,1,1,3,2,3,3,1,3,1,1,1,1,1,2,1,1,0,1,1,0,1,0,1,0,1,1,0,1,2
1,0,0,0,0,0,0,0,1,4,2,1,1,1,0,3,1,2,1,1,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,1,0,1,1,0,0,1,0,0,0,0,0,1
13,18,10,14,18,12,16,20,22,21,18,16,18,19,19,18,20,14,24,27,26,21,28,17,15,11,19,20,23,19,18,21,20,17,21
2,3,1,2,1,0,3,2,2,3,2,1,2,1,2,2,2,0,3,1,1,1,2,2,0,1,2,2,1,2,2,3,2,2,3
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,2,2,1,1,1,1,1,2,2,1,2,1,2,1,1,1,2,0,0,0,2,2,2,2,2,2,2,2,2
5,6,4,9,8,9,5,7,10,5,7,7,9,7,8,4,8,6,4,6,5,5,5,0,0,1,8,12,9,11,8,10,9,11,11
6,7,4,6,11,7,5,7,4,6,6,3,18,7,6,3,2,3,8,16,10,24,46,16,21,18,3,1,1,2,1,2,2,1,2
14,13,16,20,23,19,22,27,26,28,21,21,26,24,23,16,18,20,20,23,22,17,31,23,23,25,16,14,19,14,15,18,16,13,14
1,0,0,1,0,1,1,2,1,1,2,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,2,0,1,0,2,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24,16,27,17,30,32,30,13,22,10,17,25,19,26,30,15,33,30,16,19,18,20,18,24,21,18,27,30,20,26,23,27,26,27,23
0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1
24,28,39,20,26,30,11,12,14,23,20,27,18,28,33,14,20,20,13,11,9,8,8,17,15,17,7,11,10,10,9,10,10,9,11
2,5,7,2,4,5,2,3,2,3,5,5,1,4,2,1,2,1,1,1,1,0,0,2,2,2,0,1,1,0,0,0,0,0,0
1,2,2,3,1,2,2,1,0,2,1,3,2,2,1,1,1,2,1,1,2,1,2,2,2,2,2,0,2,0,1,0,2,1,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,3,0,2,4,1,3,4,4,3,4,3,2,0,0,5,2,2,4,2,1,0,0,4,4,2,2,2,1,2,2,2,2,2,2
10,3,11,4,4,8,7,5,6,4,11,21,4,9,15,7,10,8,2,1,2,2,2,6,3,4,2,3,2,2,2,3,3,2,2
2,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,4,0,1,2,1,3,3,3,2,3,3,1,0,0,3,1,1,2,2,1,0,0,0,1,2,2,2,1,2,2,2,2,2,2
3,3,0,2,3,3,3,3,3,2,3,3,2,1,1,3,1,1,2,2,1,0,0,0,1,2,2,2,1,2,2,2,2,2,2
3,5,4,5,4,4,8,8,6,8,8,8,6,5,3,7,5,7,7,5,4,5,6,1,0,1,8,8,7,7,7,7,8,8,8
2,2,0,4,2,1,3,3,1,6,3,2,4,3,2,1,1,1,2,2,2,5,5,0,0,0,5,4,6,5,4,5,6,5,6
32,26,43,27,26,24,42,33,34,19,29,36,16,27,21,33,49,54,30,24,19,22,23,21,27,26,14,15,10,14,15,16,15,14,14
0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1
1,2,1,0,0,0,2,3,1,3,3,3,0,0,0,2,1,0,1,4,1,1,1,0,1,0,5,5,4,5,3,3,4,4,5
122,74,135,78,78,91,128,103,137,64,126,152,69,111,111,113,157,165,118,78,79,101,77,68,73,71,78,76,56,79,73,77,74,71,69
96,57,116,54,56,70,98,85,103,58,106,131,48,89,95,91,123,119,83,61,62,61,49,41,47,49,63,60,46,60,62,62,61,61,56
83,45,92,44,47,54,79,61,87,46,79,94,40,69,72,73,101,99,63,38,38,58,43,35,42,38,39,38,30,40,40,37,38,34,33
107,53,124,77,61,91,169,130,181,66,168,170,69,114,118,131,169,155,134,50,53,71,56,64,50,47,45,46,27,41,42,45,41,41,34
79,41,86,39,49,50,76,56,87,43,80,89,36,68,69,69,102,96,58,37,35,51,39,25,31,30,40,36,30,39,40,33,34,34,33
74,40,75,36,34,48,65,51,71,38,74,79,32,55,55,64,83,82,47,33,29,54,34,20,24,23,29,33,21,29,28,27,30,25,24
73,41,81,44,49,57,73,79,87,54,86,90,46,75,71,69,97,94,56,41,40,50,39,26,37,35,33,36,21,31,29,32,28,26,24
71,35,75,39,41,52,70,72,80,50,79,81,41,67,62,65,90,88,51,34,35,44,32,17,28,27,26,30,16,24,24,26,23,20,19
75,41,81,43,47,56,74,79,86,54,85,87,45,74,69,69,96,93,55,41,40,50,39,24,34,33,32,36,21,31,30,32,29,25,25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,5,6,6,0,0,0,0,0,0,0,0,0
8,4,0,4,5,5,2,3,1,7,6,1,5,3,1,4,1,0,4,8,6,8,11,2,2,1,7,6,7,5,4,4,5,6,5
7,11,10,8,8,9,13,10,11,10,8,10,7,8,7,13,10,7,12,9,8,19,6,7,8,6,10,12,10,10,14,11,10,11,12
4,3,4,2,1,6,6,6,5,6,5,1,5,7,3,3,1,1,6,6,6,5,5,1,0,1,5,5,6,4,5,6,4,6,4
7,5,3,4,3,1,7,5,4,6,6,7,3,4,4,6,6,4,3,5,4,2,2,6,5,4,3,4,4,5,5,4,5,3,4
80,84,105,69,82,88,64,80,80,58,75,99,55,84,76,61,87,91,51,63,62,55,58,57,68,64,72,64,49,64,60,65,61,58,61
45,44,37,40,40,34,34,38,34,42,28,59,39,29,23,32,18,29,33,27,33,28,32,21,17,18,33,36,23,26,25,33,28,27,22
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
2,1,3,1,1,1,2,3,2,4,3,3,2,1,2,2,1,0,2,3,3,3,4,2,2,3,1,1,4,1,1,2,2,2,1
68,53,116,107,111,108,68,102,112,57,74,100,66,73,83,88,79,78,103,87,83,67,60,106,100,99,65,67,56,62,61,71,66,68,67
44,51,75,62,60,105,62,54,67,52,76,84,50,75,84,59,82,97,45,49,45,49,44,54,69,58,39,41,30,32,31,35,33,33,28
22,21,23,24,17,24,31,46,45,29,37,31,27,19,20,31,44,36,31,32,29,24,29,20,30,23,37,31,33,37,34,33,36,37,36
6,8,7,13,14,6,12,9,7,11,13,15,14,13,11,10,8,14,12,14,12,21,14,4,2,1,9,10,7,7,6,7,7,7,7
7,6,9,5,6,1,3,2,2,2,0,4,5,2,3,3,2,5,0,2,1,3,3,2,0,1,2,2,1,1,0,1,1,1,1
9,6,9,9,10,2,4,3,5,5,4,8,8,5,4,6,4,9,3,4,2,6,2,4,2,3,5,4,3,4,3,4,5,5,4
4,3,5,6,4,4,8,5,7,7,5,8,5,4,4,6,7,5,4,6,4,6,4,4,5,5,4,4,6,4,4,4,5,2,3
4,3,3,5,4,4,7,5,6,5,5,7,4,4,4,4,6,3,3,5,3,6,3,4,4,4,3,4,5,3,4,4,4,2,3
0,3,0,4,5,0,8,5,3,8,10,7,6,6,4,6,3,6,3,4,4,13,7,1,1,0,3,2,1,0,0,0,0,0,0
7,6,8,7,6,4,5,2,3,4,4,9,7,5,5,5,7,9,7,5,4,7,6,4,2,2,3,5,4,4,3,4,5,4,4
0,0,0,2,2,3,2,2,3,2,3,4,3,2,2,2,4,5,5,3,3,3,3,3,1,1,2,3,2,3,3,3,3,3,3
0,3,0,4,5,0,8,5,3,8,10,7,6,6,4,6,3,6,3,4,4,13,7,1,1,0,3,2,1,0,0,0,0,0,0
4,6,4,11,9,3,16,14,11,12,14,12,14,12,9,12,7,10,8,11,9,18,11,8,9,9,7,4,6,2,2,3,3,2,2
0,3,0,4,5,0,8,5,3,8,10,7,6,6,4,6,3,6,3,4,4,13,8,1,1,0,3,2,1,0,0,0,0,0,0
2,2,4,3,3,3,3,3,3,1,4,5,2,4,4,2,3,4,3,4,2,3,3,5,4,3,2,2,3,2,2,3,3,2,2
1,1,3,3,3,2,2,1,3,4,7,9,4,6,7,2,6,4,8,5,2,6,6,3,5,4,4,5,5,4,5,4,4,5,4
2,3,1,3,1,2,3,1,1,4,0,1,3,2,2,2,1,1,4,2,2,5,3,2,2,2,4,7,6,6,6,6,6,6,3
0,0,0,1,1,1,0,1,1,2,0,0,2,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
67,63,70,100,93,97,152,143,150,97,130,138,108,115,133,105,114,117,113,104,102,123,131,65,80,78,99,100,88,104,100,116,105,105,97
2,4,0,6,5,4,7,10,9,9,6,4,8,9,10,12,10,2,10,8,8,19,14,3,3,4,9,14,14,14,10,8,14,13,15
2,1,0,4,3,1,4,3,4,2,1,0,3,0,0,2,0,0,4,3,2,5,2,9,6,6,1,2,1,2,1,2,3,3,4
0,0,0,2,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,2,1,6,2,3,0,1,0,1,1,1,0,1,1
10,9,6,25,20,22,3,3,3,18,28,33,20,25,28,9,3,5,11,12,14,15,17,11,13,15,21,22,17,20,23,20,21,19,20
8,11,13,17,22,18,9,10,10,9,9,12,14,16,18,11,16,18,9,13,15,8,13,9,8,8,17,20,16,19,16,20,20,16,18
0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11,12,8,10,11,14,7,9,5,11,8,2,13,11,8,5,3,1,10,17,15,6,9,11,14,12,15,17,14,15,15,16,14,17,16
0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,1,1,1,0,1,0,0
3,3,3,9,9,7,6,8,5,14,12,13,7,6,5,10,8,6,4,3,4,3,3,0,0,0,2,2,3,3,3,3,3,3,3
13,11,7,11,12,12,14,16,18,14,7,10,14,12,11,9,10,11,15,19,14,11,14,10,13,9,10,13,13,13,12,15,13,9,13
6,2,5,12,15,9,14,14,13,18,16,8,15,13,13,19,15,13,14,11,11,27,25,14,13,14,25,18,15,16,17,19,18,19,18
65,61,80,109,115,111,104,93,116,80,102,128,108,131,140,109,137,148,109,93,86,95,90,102,89,94,82,82,70,75,75,76,79,79,68
0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,3,2,1,1,1,2,2,1,1,1,1,1,2,2
2,4,3,3,6,4,6,5,5,5,8,9,5,4,5,5,8,10,4,8,9,6,8,0,0,1,7,6,10,5,6,8,5,7,6
3,3,2,2,2,2,4,6,3,3,4,5,3,4,4,3,2,2,4,5,3,4,4,1,1,2,4,5,3,5,6,5,4,4,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
36,26,32,30,30,31,22,19,21,23,15,12,26,27,20,20,26,20,18,20,20,29,19,37,29,32,23,20,20,20,20,17,20,18,18
11,24,10,12,13,10,5,8,4,21,9,6,13,8,3,5,3,3,4,8,7,13,14,12,10,9,6,8,11,8,6,8,8,8,7
1,1,1,3,3,4,6,4,1,9,4,2,4,2,0,3,2,2,2,6,5,3,3,2,6,7,8,7,8,7,6,6,8,8,9
3,4,2,8,11,4,6,5,5,12,6,3,9,3,3,4,5,4,4,9,9,7,9,4,11,8,6,8,6,5,5,6,5,5,5
37,20,32,33,31,38,28,22,29,14,18,13,29,55,67,37,37,35,25,21,16,26,17,18,13,16,32,31,28,34,33,36,32,35,36
1,1,3,2,2,2,2,5,3,5,3,4,2,3,3,1,3,1,2,2,2,3,3,4,1,1,2,1,3,2,1,2,2,3,1
1,1,3,1,2,2,3,2,3,2,2,3,1,3,3,1,3,1,1,2,2,2,1,2,1,0,2,1,1,2,1,2,2,2,1
22,21,23,28,33,30,11,11,10,15,14,12,19,25,26,25,27,24,12,12,14,12,10,10,8,9,20,23,19,21,18,21,25,22,20
26,32,41,22,29,31,18,20,23,17,19,31,18,21,24,18,34,43,23,20,20,16,15,37,25,26,25,25,22,29,26,26,26,27,26
25,30,40,20,26,28,15,18,20,15,18,29,16,18,22,16,32,42,19,17,18,14,14,33,22,24,23,22,19,26,23,23,23,24,23
10,10,10,6,4,4,4,8,8,15,13,14,5,6,7,5,9,7,4,5,5,5,6,2,3,1,3,3,3,2,2,2,2,2,1
12,6,5,10,6,3,9,9,5,14,8,4,5,3,3,8,5,2,11,12,12,19,13,12,6,6,14,10,11,10,9,9,12,9,9
14,18,13,21,23,25,8,19,19,11,19,15,17,19,15,13,19,12,9,17,16,9,11,10,12,11,15,15,15,17,17,13,17,17,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,1,6,2,0,1,1,2,1,0,1,2,1,2,2,2
5,3,3,5,4,5,8,8,6,5,6,7,6,8,7,6,6,4,9,4,5,7,6,4,4,4,5,3,4,4,3,3,5,5,5
0,3,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,2,2,2,3,3,0,0,2,3,3,3,3,1,1,3,3,0
6,9,14,7,9,12,6,11,12,11,19,28,9,10,11,13,24,30,13,12,9,8,13,9,7,9,12,7,9,7,8,9,10,10,9
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,4,0,1,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
17,25,22,20,25,20,20,22,21,19,17,17,20,18,19,20,23,20,12,21,22,18,23,17,23,24,22,18,17,15,17,15,16,17,17
0,2,0,1,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,1,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0
0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,1
7,3,8,8,4,8,4,4,2,6,8,8,6,5,5,8,7,8,4,8,7,8,9,2,4,4,5,4,5,4,4,4,5,5,4
10,4,5,6,4,5,9,6,7,7,13,12,4,10,11,10,6,6,12,6,7,12,9,1,2,3,6,6,7,5,8,8,7,8,6
2,3,0,2,0,0,2,5,3,1,1,0,1,0,0,4,2,0,1,2,1,0,1,1,1,1,1,2,2,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,1,0,2,2,1,1,1,1,4,2,0,3,1,0,1,0,0,1,1,0,4,5,1,0,1,3,3,3,3,2,3,2,3,1
18,21,13,29,29,33,23,25,24,32,41,27,35,36,39,32,18,21,25,23,25,30,33,24,23,24,33,33,39,32,33,34,33,36,31
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,2,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
71,72,90,89,85,85,94,77,88,89,89,120,75,85,126,74,89,102,88,70,69,82,70,58,50,59,56,63,46,55,46,59,52,51,46
3,9,3,6,13,5,3,8,6,13,15,8,8,4,2,4,4,4,11,11,16,18,19,5,10,8,17,14,12,6,9,11,7,8,6
6,3,5,5,3,6,6,5,6,5,3,5,5,3,4,7,4,5,6,5,6,6,3,7,5,5,8,6,6,5,5,5,6,6,6
3,3,0,4,4,4,6,4,5,5,4,5,8,5,7,5,4,3,5,5,4,5,5,4,3,4,4,2,3,4,2,2,4,2,3
2,2,0,0,0,0,2,2,3,3,2,1,0,0,0,0,0,0,4,5,4,7,9,2,1,1,6,5,6,4,5,6,6,5,5
3,2,4,3,4,5,1,2,3,4,3,2,0,1,3,1,1,0,3,1,4,0,2,0,2,2,2,2,2,1,4,4,3,2,3
40,31,51,36,41,39,58,48,59,40,49,88,34,48,54,56,94,96,70,56,48,105,56,42,36,41,61,64,56,62,62,65,65,68,62
69,49,82,68,67,67,84,84,90,70,93,120,60,60,67,85,100,99,82,79,64,113,60,40,40,38,79,80,58,78,63,80,76,70,72
49,34,54,50,48,53,57,57,68,51,60,91,56,51,57,64,74,78,55,60,50,114,50,32,32,26,55,57,50,57,49,61,54,58,49
30,37,31,38,40,38,20,25,16,35,31,27,38,31,30,26,22,19,31,44,46,35,41,32,40,43,36,34,42,33,36,39,36,35,35
8,13,6,15,22,10,11,7,8,14,6,7,12,10,8,8,9,10,12,20,14,7,11,9,14,9,5,10,11,6,6,11,8,8,7
17,8,18,11,15,12,22,17,26,12,16,32,12,16,23,19,27,32,30,14,12,68,15,13,7,9,14,18,14,19,15,19,16,18,18
16,7,18,11,14,12,22,16,25,11,15,32,12,15,22,18,27,32,29,14,12,67,15,13,7,9,14,18,14,18,14,19,16,17,18
19,14,23,15,17,15,25,22,33,16,21,38,13,19,26,19,35,38,34,24,18,74,21,18,12,9,19,19,16,20,19,20,22,20,21
4,2,0,10,8,7,8,5,2,8,1,0,9,2,2,9,1,1,5,8,8,6,4,12,9,6,7,5,6,7,5,6,6,7,5
0,0,0,2,0,1,2,3,1,1,1,1,2,1,0,5,1,2,4,4,1,0,0,4,1,5,0,0,1,0,0,0,0,0,0
0,1,0,1,3,2,0,2,2,3,0,1,2,2,3,1,1,0,0,2,1,1,3,1,5,3,0,1,1,0,1,1,2,1,1
0,0,0,2,1,0,1,0,0,0,0,0,1,0,2,1,0,0,2,0,0,0,0,4,2,1,0,0,0,0,0,0,1,0,0
0,0,0,1,1,1,0,1,1,1,1,3,1,1,2,0,0,0,0,2,2,0,0,6,5,4,0,0,0,0,1,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,10,18,12,4,4,3,5,6,6,12,6,6,7,6,5,4,6,4,9,11,5,5,5,6,3,6,4,4,4,5,5,2
70,51,85,51,44,62,96,78,98,55,95,125,36,68,72,73,108,106,77,44,54,70,37,40,29,32,39,42,31,35,37,45,40,38,34
16,13,25,10,10,13,14,14,19,9,16,26,5,14,15,13,25,30,19,11,13,15,12,11,8,10,13,11,12,12,12,12,13,13,13
36,28,40,39,39,42,42,41,44,31,30,27,45,50,48,54,58,60,36,31,35,53,48,41,35,36,48,40,42,40,42,45,41,44,40
4,4,5,3,6,5,3,5,7,3,3,5,7,5,4,6,6,9,7,6,4,5,3,3,2,1,6,5,6,5,4,4,4,6,5
3,3,4,2,4,3,3,3,4,3,2,4,2,3,3,4,5,6,4,3,2,4,3,2,0,1,3,3,3,3,3,4,3,3,3
3,5,0,5,6,7,25,34,23,11,8,3,10,10,5,17,12,5,17,18,12,14,19,10,14,10,13,13,11,12,12,13,14,13,14
6,4,7,15,11,15,14,10,11,11,15,11,10,16,13,18,12,8,11,16,16,11,9,12,14,11,10,9,9,9,11,7,8,8,10
1,0,2,1,0,1,3,3,2,1,0,2,1,2,1,1,1,2,1,1,1,2,0,0,0,0,1,1,1,0,0,0,0,0,1
1,0,2,1,0,1,3,3,2,1,0,2,1,2,1,1,1,2,1,1,1,2,0,0,0,0,1,1,1,0,0,0,0,0,1
0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,2,1,0,2,0,0,1,2,0,2,1,0,0,0,0,1
13,12,10,8,9,7,3,2,3,5,0,0,6,8,4,1,0,0,4,6,6,1,3,5,5,6,5,5,5,4,3,3,4,3,3
1,0,1,1,1,3,4,3,3,1,1,1,1,0,0,4,1,3,1,3,2,3,1,1,2,3,3,4,3,3,3,2,3,2,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
11,9,10,15,17,13,17,14,13,15,13,16,18,14,12,16,20,15,16,12,15,19,18,23,20,17,10,6,11,14,8,11,12,11,9
2,1,1,1,1,0,2,1,1,2,1,1,2,0,1,2,2,0,0,0,0,2,2,2,1,2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,6,9,7,4,9,6,5,10,5,9,13,4,5,10,8,6,3,3,7,9,5,5,5,5,6,6,13,5,4,4,9,5,6
1,4,1,3,2,1,2,4,2,4,2,3,3,0,3,4,2,2,2,8,5,1,5,5,5,5,3,3,5,4,3,3,3,4,4
0,1,1,2,2,0,1,1,1,2,0,3,2,0,3,2,2,2,0,2,3,1,2,1,3,1,2,1,2,2,1,2,2,2,1
0,1,1,2,2,0,1,1,1,3,0,3,3,0,3,2,2,2,0,2,2,1,2,1,2,1,2,1,2,2,1,2,2,2,1
0,1,1,2,2,0,1,1,1,2,0,3,2,0,3,2,2,2,0,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,1
1,1,0,0,0,0,2,0,1,4,1,0,0,0,0,3,3,1,6,8,10,2,6,0,0,0,11,8,10,10,11,12,14,13,10
8,8,11,7,6,10,4,5,9,11,9,12,8,13,12,11,16,13,8,11,11,7,12,1,2,2,9,12,10,10,10,14,10,10,10
6,13,4,27,25,22,10,19,12,26,13,12,29,23,18,16,10,12,10,20,16,17,20,5,7,5,17,15,21,15,12,19,15,15,15
36,35,37,34,45,30,28,33,32,50,36,42,37,33,42,31,35,27,34,31,31,35,48,38,37,35,27,29,27,25,29,30,29,30,31
3,4,4,2,4,3,2,3,3,3,3,4,2,4,4,3,3,4,3,3,3,2,3,3,3,3,3,3,3,3,4,3,3,4,3
0,0,0,0,2,1,1,1,1,2,2,0,2,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14,12,16,11,10,13,16,15,20,12,11,22,13,11,11,14,16,15,6,6,4,14,12,6,9,8,4,3,3,3,4,4,2,3,6
14,13,9,9,8,7,6,11,3,14,3,3,7,4,2,9,4,8,6,6,7,6,5,7,7,8,3,4,5,2,3,4,2,2,4
2,3,0,1,1,2,1,2,0,2,0,0,0,0,0,1,0,0,0,0,1,2,1,1,0,1,1,1,1,1,1,1,1,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,2,1,2,2,1,2,2,2,4,2,2
8,6,6,10,6,8,6,8,5,7,8,8,15,7,10,6,4,2,6,9,6,11,7,10,7,5,10,10,10,10,11,11,11,10,13
3,2,1,3,3,2,1,0,0,4,2,2,2,4,0,2,0,0,1,1,0,3,2,1,0,0,1,1,1,2,1,1,1,1,2
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,125,213,175,206,234,361,395,386,242,260,279,198,266,255,249,257,289,186,190,193,292,249,270,176,186,183,183,150,179,163,174,175,175,151
0,1,0,4,6,1,4,3,3,4,0,0,4,0,0,3,1,1,1,3,5,2,4,1,2,2,3,3,2,2,3,5,3,3,3
3,7,2,18,16,11,8,9,3,27,25,9,22,16,15,10,7,4,6,17,14,27,31,9,16,16,22,18,16,11,17,16,18,13,15
8,9,7,24,24,16,21,27,22,40,40,32,40,34,34,26,26,24,31,23,25,40,39,19,17,12,26,27,22,15,16,23,22,19,14
0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
2,0,0,3,1,1,1,1,1,2,1,2,1,2,0,2,0,0,3,0,1,3,2,2,2,1,0,1,2,0,1,1,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,7,2,3,14,5,6,17,5,30,11,11,20,10,9,5,1,3,9,19,12,16,24,3,3,8,9,10,10,2,5,10,5,8,5
